Hybridization REF	TCGA-BA-5152-01	TCGA-BA-6869-01	TCGA-BA-A6DL-01	TCGA-BB-4227-01	TCGA-BB-7864-01	TCGA-CN-4725-01	TCGA-CN-4727-01	TCGA-CN-4730-01	TCGA-CN-4731-01	TCGA-CN-4736-01	TCGA-CN-4739-01	TCGA-CN-6988-01	TCGA-CN-A49C-01	TCGA-CN-A63W-01	TCGA-CN-A641-01	TCGA-CQ-5327-01	TCGA-CQ-6227-01	TCGA-CQ-7065-01	TCGA-CQ-7069-01	TCGA-CQ-A4C9-01	TCGA-CR-5247-01	TCGA-CR-6477-01	TCGA-CR-6480-01	TCGA-CR-7364-01	TCGA-CR-7365-01	TCGA-CR-7369-01	TCGA-CR-7385-01	TCGA-CV-6933-11	TCGA-CV-6934-11	TCGA-CV-6935-11	TCGA-CV-6936-11	TCGA-CV-6938-11	TCGA-CV-6939-11	TCGA-CV-6943-11	TCGA-CV-6952-01	TCGA-CV-6955-11	TCGA-CV-6956-01	TCGA-CV-6956-11	TCGA-CV-6959-11	TCGA-CV-6960-11	TCGA-CV-6961-11	TCGA-CV-6962-11	TCGA-CV-7089-01	TCGA-CV-7091-11	TCGA-CV-7095-01	TCGA-CV-7097-11	TCGA-CV-7101-11	TCGA-CV-7103-11	TCGA-CV-7177-11	TCGA-CV-7178-11	TCGA-CV-7183-11	TCGA-CV-7235-11	TCGA-CV-7238-11	TCGA-CV-7242-01	TCGA-CV-7242-11	TCGA-CV-7245-11	TCGA-CV-7250-01	TCGA-CV-7250-11	TCGA-CV-7252-11	TCGA-CV-7253-01	TCGA-CV-7255-01	TCGA-CV-7255-11	TCGA-CV-7261-11	TCGA-CV-7406-11	TCGA-CV-7409-01	TCGA-CV-7416-11	TCGA-CV-7423-11	TCGA-CV-7424-11	TCGA-CV-7425-11	TCGA-CV-7432-11	TCGA-CV-7434-11	TCGA-CV-7437-11	TCGA-CV-7438-11	TCGA-CV-7440-11	TCGA-CV-7568-01	TCGA-CV-A45R-01	TCGA-CX-7086-01	TCGA-D6-A6EO-01	TCGA-F7-7848-01	TCGA-H7-A6C4-01	TCGA-H7-A6C4-11	TCGA-H7-A6C5-11	TCGA-HD-7917-01	TCGA-HD-8224-01	TCGA-HD-8635-11	TCGA-HD-A6HZ-11	TCGA-HD-A6I0-11	TCGA-IQ-7632-01	TCGA-P3-A5QF-01	TCGA-P3-A6T8-01	TCGA-TN-A7HJ-01	TCGA-UF-A719-01	TCGA-UF-A71D-01	TCGA-WA-A7GZ-11
9447	1209.9849	162.2395	419.9778	223.6793	310.7153	36.5577	228.7973	240.4692	498.8421	785.0082	119.5778	173.9683	1243.7664	426.513	258.2237	886.2189	241.8827	590.411	104.6831	375.1285	60.8285	199.9398	256.9261	158.8314	186.4151	297.1468	1097.8651	3.7653	9.4649	18.1511	41.8871	10.3011	3.4692	36.28	1030.3189	375.7065	269.2656	99.0767	63.0468	16.1551	8.5381	23.9776	263.0303	9.4563	316.5426	22.8238	4.6422	9.1827	141.8617	3.7037	13.2212	13.59	5.7999	282.9217	28.5852	3.0969	925.4	158.0953	4.4621	277.1683	350.0205	13.0197	3.5791	12.9577	959.7819	2.4534	122.1598	7.4398	387.2123	5.6267	5.9835	23.9502	129.7814	45.8388	234.3459	551.4918	728.795	569.7184	206.3271	439.3651	12.1343	23.0953	829.9663	584.7608	64.4313	19.9253	45.4545	140.1972	1119.8135	215.5463	251.195	935.8887	397.4763	11.5533
55966	14.2209	8.1733	15.9822	371.6442	5.1419	295.0501	22.0643	97.1931	14.8217	454.6952	10.6449	4.127	5.9205	20.9963	7.8125	9.1313	265.1775	453.4247	3045.5632	10.2775	8.3901	59.4199	2.9683	14.4779	856.6038	18.8501	6.8318	20.0816	17.8376	8.0203	7.4956	10.6973	9.5403	47.0107	520.2769	11.9207	3.6265	10.5525	10.2451	15.0781	78.0628	19.3367	138.9899	6.3042	5.2582	14.862	22.824	75.7576	149.35	22.8395	9.6154	16.2325	48.8159	23.4941	12.3612	21.6781	5.8598	14.077	27.2682	3.1568	745.6009	35.2793	25.4116	107.0423	0.7584	202.159	56.1935	17.9431	252.1739	11.6862	33.6574	21.5889	27.7778	67.2952	104.1538	11.0683	8.3728	27.3195	3.7109	7.619	15.6013	41.1698	38.2997	1.1813	15.7791	56.0399	61.6333	89.2662	3.2634	825.0034	201.0879	1.6961	8.6751	13.4788
204	3840.2421	2432.7707	2591.343	3380.9229	2808.5575	2748.625	3246.8109	3231.2526	2009.7267	2232.7018	2369.9104	1916.8254	3938.5176	2666.5294	2500.4112	2959.0292	2088.5521	2123.2877	1200.2796	2047.7903	2668.065	2991.4684	2647.7573	1846.7873	1536.9811	2591.0376	2736.123	1235.6448	1382.5992	2021.106	2496.4727	1892.6307	1328.7077	2589.1671	2274.719	2130.0997	2057.5703	3086.6188	2156.9885	2776.5213	3121.2932	1964.6137	2606.8687	1359.3381	2358.2952	1755.8386	1921.47	2121.2121	1755.1742	2450.6173	3516.226	1623.2541	1671.8221	1855.0399	2661.1299	1389.7236	1840.8835	2264.2276	2379.2762	2415.279	2641.9315	2307.4339	1857.9098	2000.5577	2790.9896	3093.7193	3610.066	1676.1488	2732.4808	1444.3308	1662.3037	2451.0201	3203.5519	1992.1977	1384.3769	3347.4495	4216.5999	3050.8787	2009.4628	2950.6032	2315.9263	1582.0259	3313.1313	1724.749	2576.5943	3224.1594	3246.5331	2577.7656	2694.1725	2269.7023	3069.0621	2183.5109	1958.9905	1705.3915
205	1267.4735	727.0127	1603.1077	1174.3165	1024.6993	1345.1957	1139.1898	4031.8391	1931.9129	442.3394	498.1815	474.9206	658.0895	855.4961	586.7599	1053.4663	493.9769	47.032	228.8724	244.6043	942.8422	2330.6233	171.8338	613.6086	731.6981	606.2891	480.9564	326.3257	227.5209	617.5602	526.455	541.2044	470.0781	637.1998	1178.2993	452.1632	1784.6782	591.5287	277.7999	719.9785	508.0182	578.1688	652.9293	533.4909	1019.5618	294.0552	273.501	647.3829	450.13	312.963	1006.6106	211.778	362.494	464.5872	506.422	208.265	1037.1873	616.1384	573.6242	1782.969	1833.5834	325.0735	958.4825	338.0282	737.5645	646.7125	449.548	270.4595	510.9974	186.9796	335.0785	208.1309	568.306	260.078	491.0105	295.9577	291.9549	12.8923	255.3113	488.127	315.493	240.9941	1222.2222	222.6816	552.2682	587.7958	352.8505	653.3406	933.7995	196.1471	586.1216	1446.4043	294.9527	395.3787
26289	3.6309	2.0433	5.7714	3.4641	2.2037	20.7053	5.2762	10.4734	15.2849	37.8913	4.9676	11.1111	2.2771	5.7637	4.9342	4.806	19.4655	14.6119	16.2551	9.7636	94.9135	24.0891	8.905	10.2197	71.6981	34.273	6.8318	92.8773	3.2763	2.5327	13.6684	271.7908	22.5499	1.022	5.1175	52.6154	14.9592	2.9313	6.6987	2.6925	0.6099	6.5745	0	61.4657	4.2065	54.1401	2.3211	4.5914	7.9043	30.2469	0.601	32.0876	17.883	2.9781	4.2492	6.968	4.0568	1.0828	2.4789	0.6314	1.3641	5.4599	4.6528	11.2676	10.6179	0.9814	1.4659	6.5646	1.5345	79.6395	42.6328	1.012	2.2769	5.8518	95.7843	29.8364	5.0965	11.0506	4.8242	11.1746	15.6013	4.0166	27.7778	7.088	1.3149	1.2453	7.7042	3.2859	2.331	131.4832	1.9779	3.7313	2.3659	5.7766
79647	1603.3283	1087.454	1520.5327	1137.2015	977.3207	1925.2669	1944.0574	2369.5015	918.4808	1171.3344	1041.4264	1508.8889	939.9977	1298.4767	1110.6086	1261.0837	2468.927	1298.6301	1786.7651	1513.3607	1033.5606	1395.5636	1041.8865	1747.571	1130.9434	1628.9949	1110.1623	980.2322	1290.8628	905.0232	1509.2593	1298.336	700.7806	1218.7021	1864.4679	1326.4824	1402.0852	1176.0223	1079.2823	1112.5471	1758.853	977.2793	1497.3737	993.6958	908.6141	1460.7219	1100.1934	927.4564	1107.4363	859.8765	1570.9135	1310.6833	1046.8826	1184.3003	1295.9923	1057.5835	1658.3277	1013.5423	1431.8294	1799.7001	1789.1147	1994.5401	1086.6142	1688.4507	947.6471	1722.7674	1255.314	929.9781	1249.1049	931.8682	1779.7307	900.3265	1201.275	1725.9428	852.1389	1668.9124	2521.66	2378.9425	1275.0719	2061.7143	990.6826	1541.8602	1313.9731	830.4784	1124.9178	417.1856	621.7257	1311.6101	1731.0023	1606.3586	1104.3349	2197.0828	1480.2839	810.0128
254268	4.5386	1.6347	7.5472	2.4793	15.0583	43.6752	17.2677	16.3385	0.9264	8.2372	1.0645	24.781	4.5543	48.5797	17.6809	12.9761	83.925	26.484	40.3127	3.5971	14.1584	11.6431	0.3298	6.3916	50.566	1.0282	0	1.8952	2.1842	12.2415	4.8501	3.5658	8.673	2.0439	27.3145	6.1659	19.9456	0.5863	5.9106	8.616	1.8296	16.6489	24.2424	17.3365	6.8356	4.2463	0.3868	1.3774	21.2168	3.7037	8.4135	0	2.4166	0	1.1589	12.3875	9.4659	2.7071	0.9916	8.2077	25.9173	0.42	4.6528	12.4	2.6545	0.9814	5.375	3.0635	17.9028	0	0.7479	5.0599	3.1876	1.6255	22.9541	2.8874	2.1842	4.6044	19.2968	16.254	13.0184	0.5021	20.6229	1.772	1.3149	1.2453	0.7704	6.0241	3.7296	7.0053	1.9845	3.3921	4.7319	10.9114
10327	5383.056	1876.5836	2602.4417	2752.4434	1259.0212	1671.6273	4976.9404	2215.3331	2133.3951	2048.1878	3188.8583	1732.381	3507.2299	1551.2557	1584.2928	1915.6554	2463.5022	2263.0137	1163.2179	2394.6557	1498.689	2626.1166	3935.3562	2141.4557	828.6792	1288.3215	3756.1059	3952.3062	3926.8293	3737.8641	4898.5891	2213.1537	1559.4102	2584.0572	1478.5247	2755.3181	2449.2294	2768.87	2370.1655	2773.2903	2352.8623	3663.5406	2219.798	978.7234	1468.0848	2781.8471	4464.6035	2654.7291	2742.3817	6375.9259	6918.2692	2479.0487	1951.1841	2397.0583	4001.5451	1704.0566	1390.1285	2622.649	2273.178	3684.9499	1675.8969	4811.8438	3052.6127	2323.9437	4232.3688	2484.789	4067.9208	3028.0088	2125.3197	2853.603	2211.6679	4363.6658	2866.1202	3143.6931	1655.6107	3307.5072	1900.6189	2655.2068	3572.8732	1609.1429	1853.0878	3357.8511	1598.9057	3695.8063	2462.8534	4098.3811	2977.6579	1743.7021	5346.8531	2518.1194	2566.6722	1975.9159	2234.2271	2502.5674
22977	19.9697	73.9681	138.0688	19.7946	50.6841	50.4691	81.0623	169.669	97.2673	2.883	47.9021	80.6349	24.1375	71.6344	57.1546	4.3254	4.7866	3.653	5.8519	90.4419	35.1337	8.0297	4.9472	32.7882	1.1321	32.2166	21.8617	115.4691	15.2894	24.905	11.0229	14.2631	16.4788	26.5713	2.5587	8.2211	140.9791	8.2075	3.9404	22.6171	18.296	7.348	7.2727	3.9401	16.3004	10.6157	23.2108	21.1203	27.8731	35.1852	28.8462	21.5176	11.5998	45.9955	15.8378	9.6777	88.7987	15.7012	16.3609	32.5152	24.2805	10.0798	13.2427	12.9577	67.4995	30.9127	34.2047	17.0678	5.6266	125.0859	99.8504	29.6848	12.2951	8.7776	3.7198	4.8123	22.5701	70.6009	92.773	4.5714	7.8007	50.2071	40.404	78.5588	16.4366	48.5679	7.7042	9.31	43.8228	26.4044	13.8454	79.0366	31.5457	9.6277
246181	8.1694	17.1639	18.6459	7.9179	3.3055	7.1174	9.1135	7.1219	1.3895	5.3542	14.9029	8.254	9.1085	17.2911	14.3914	26.9134	3.1911	3.653	2.6008	18.4995	9.4389	5.6208	2.6385	2.1291	1.5094	5.1409	4.7822	6.903	6.5526	3.377	6.6138	6.3391	8.673	6.6428	2.5587	4.9327	8.1596	4.69	3.5464	4.8465	4.8789	4.6408	4.4444	2.3641	2.6291	4.7771	7.3501	5.9688	6.6563	6.7901	6.0096	4.53	3.8666	10.9198	5.0217	4.6453	5.8598	2.1657	10.4115	5.3666	1.6369	5.4599	4.6528	1.6901	12.1347	4.9068	7.3296	4.3764	8.1841	9.0893	11.5931	4.0479	3.1876	3.251	5.2697	3.3686	4.7324	11.6645	9.6484	5.0794	5.2004	10.5435	5.0505	26.58	7.2321	9.9626	6.9337	2.7382	14.9184	7.5441	7.9117	12.5509	3.9432	12.837
10000	200.6051	241.9289	74.1398	96.9937	729.4096	196.7001	266.2107	166.3176	395.5535	377.6771	235.2524	77.1429	310.1446	274.1869	237.6645	160.0384	530.355	121.9178	265.2839	141.3155	418.9827	328.4151	204.4855	285.3003	269.0566	339.988	253.4586	165.673	163.087	129.1684	289.2416	383.122	483.0876	87.8896	99.3644	295.1392	121.9402	97.9041	180.0774	73.2364	50.6189	141.1583	158.7879	723.4043	147.2291	425.69	94.0039	181.359	56.9943	245.0617	37.2596	428.4636	320.4447	212.4395	89.6185	912.0303	549.4704	185.7078	162.6177	91.2319	285.0907	77.2785	153.9012	223.0986	560.8524	44.6516	53.2617	166.302	85.9335	183.9498	337.6963	85.6811	110.2004	45.5137	370.7378	170.8373	84.4558	97.3064	446.0525	161.5238	181.1484	160.6627	218.0135	307.1471	94.0171	72.2291	251.1556	142.3877	43.8228	884.8175	152.2993	57.327	265.7729	253.5302
8659	2216.944	1172.0474	1057.9356	890.2635	1617.115	2554.5131	581.3465	3987.8509	2374.7105	1661.4498	1464.0291	1044.127	1974.2685	1006.1754	1117.5987	1364.4119	1323.9729	1858.4475	2125.5222	899.2806	1361.3005	1840.811	1456.4644	1038.1525	1451.3208	1461.0573	960.5465	215.2495	697.8522	1680.4559	1993.3862	1809.8257	2715.5247	2261.1139	974.0267	1022.2999	1550.3173	1874.8351	2272.0489	2092.084	2139.4092	1818.0412	1233.1313	3402.6793	1425.4935	2285.5626	1605.8027	3731.8641	1525.117	1583.3333	1250	360.5134	1909.1348	1147.2392	1741.381	1815.1571	768.5373	2408.7873	2015.3694	1390.8926	1352.6122	4231.8354	1699.3558	3063.0986	1146.7327	3769.3817	2124.1143	1069.1466	1786.7008	270.5145	1060.2094	1960.5462	2370.2186	1314.3693	937.6937	1227.6227	1012.7412	1339.8818	1027.5536	1517.2063	3580.4984	877.1181	1352.6936	1477.2593	1854.0434	2708.5928	1533.8983	1140.7448	1162.2378	1330.9982	906.5436	850.0678	493.6909	3097.561
223	5302.5719	1384.1438	1853.9401	2645.0575	699.6603	1893.2384	1184.2777	1309.1747	1266.327	1651.1532	1723.0551	742.2222	3063.6457	1258.5426	941.6118	955.9053	1466.2944	2446.1187	1133.9586	2372.0452	606.1877	1149.8545	2164.9077	2567.2771	1033.9623	2090.652	3878.3945	5616.5673	2258.0997	6707.4715	5165.3439	3885.103	3846.4874	7649.9745	2067.4612	4276.2306	804.6238	6398.9447	5045.7139	4179.86	5164.9535	4119.5011	2787.4747	3027.5808	2665.3732	3346.0722	3505.9961	6490.3581	5158.1903	6632.716	10288.4615	3724.8018	4442.726	1878.203	3847.0304	2732.994	1403.6511	3017.3458	5361.4279	697.9717	1825.9446	2417.0517	4901.2169	2194.3662	1299.9337	3725.7115	5115.0745	3603.0635	3919.1816	5018.1515	3538.5191	3607.0407	4044.1712	2386.2159	1057.3466	2767.565	1833.6367	1394.2138	1780.8702	1704.127	4598.9166	3547.634	1204.9663	1526.2847	4649.5726	2496.8867	1526.9646	4266.7032	2031.2354	926.3101	2529.0918	2014.5862	899.8423	3952.5032
199857	157.3374	78.4634	129.6337	200.4206	118.6301	231.3167	164.523	168.8312	107.4572	142.5041	103.9652	99.6825	183.081	147.3858	94.9836	264.8084	164.659	277.6256	171.6543	90.4419	148.925	165.412	127.9683	140.5211	101.5094	119.6127	182.4082	493.2538	171.4598	188.6872	227.9541	209.9842	154.3799	191.6198	133.4809	180.4542	182.2303	142.4593	171.4085	148.6268	221.3813	212.3175	148.6869	107.959	109.3702	261.6773	202.7079	159.7796	172.6469	425.9259	424.2788	270.6682	200.0967	80.7402	227.5229	123.488	77.5299	175.4208	181.9534	149.3173	237.6211	169.6766	163.5648	135.7746	84.9432	201.1776	239.4332	146.1707	194.8849	261.4252	278.9828	237.1411	222.2222	205.4616	91.7545	208.8547	117.5828	80.7306	128.7689	218.9206	169.0141	290.6991	167.9293	101.5948	176.1999	220.4234	184.8998	200.9858	159.9068	98.0736	314.4882	71.5739	65.4574	119.3838
29929	590.0151	390.6825	379.1343	389.9542	354.7884	314.1378	295.4699	401.3406	205.1876	293.2455	333.5403	360	567.9153	382.8736	523.0263	284.5128	253.6897	330.5936	136.5432	446.0432	228.107	248.5195	575.5277	463.7195	195.4717	353.6972	718.0188	274.2391	229.7051	368.0878	279.9824	357.3693	122.2897	329.5861	173.5678	290.6176	247.0535	355.8552	327.4493	440.4954	298.2244	277.289	303.0303	127.6596	256.5993	211.7834	337.7176	310.3765	330.3172	390.1235	377.4038	214.4205	215.0797	265.7148	431.4824	150.5856	229.4343	261.5069	328.2102	260.1215	312.3721	377.5724	298.1389	192.1127	282.5119	267.419	431.4684	311.1597	324.2967	252.3359	189.9776	426.719	390.255	365.4096	295.1023	369.1049	499.4539	391.0675	508.767	206.2222	222.7519	334.3793	305.5556	392.2032	381.9855	215.4421	303.5439	292.9901	473.6597	131.4832	374.4849	649.2537	246.0568	227.8562
257	26.6263	15.9379	15.9822	11.8768	18.7311	53.3808	37.4134	17.1764	21.7693	16.4745	61.3856	29.2063	23.2267	64.6357	17.2697	12.0149	27.7623	37.8995	29.9095	40.0822	21.4997	33.3233	42.2164	87.2934	15.4717	31.1884	26.6439	21.9642	13.4692	35.458	30.8642	24.168	33.8248	30.1482	15.3524	30.4183	26.7452	12.8976	38.6162	30.6947	23.7848	33.6459	24.6465	18.1245	25.2393	20.7006	41.0058	39.0266	28.2891	20.3704	12.6202	25.2926	31.8995	5.6253	37.4698	30.5817	15.7764	27.0711	51.5617	32.5152	28.3727	26.4595	27.5591	16.338	21.9942	32.8754	41.5343	37.6368	17.3913	34.6259	31.7876	34.4074	33.6976	25.6827	7.4396	28.8739	28.7586	19.6455	24.8632	29.4603	29.4691	31.1284	22.3064	41.9374	47.3373	13.6986	6.9337	26.287	23.31	36.104	33.6245	38.3311	25.2366	51.3479
271	611.1952	749.4892	543.3962	689.8429	835.5523	745.3898	1213.0573	659.4051	383.9741	688.6326	1095.7154	717.1429	496.4135	672.7048	792.7632	657.4552	1186.1189	663.0137	756.1891	1210.1747	950.1835	1182.7763	466.6887	784.363	596.2264	611.7728	508.9667	625.6668	724.4266	579.1473	657.4074	657.29	364.2671	450.6898	681.051	547.1175	639.1659	490.6932	566.239	841.6801	728.7896	584.3566	498.5859	342.0016	984.8577	569.0021	577.176	636.3636	396.8799	589.5062	229.5673	819.177	548.0909	381.1998	769.8696	722.3466	751.8594	407.1495	715.4189	758.8983	744.2368	887.4423	617.7523	357.7465	686.7503	894.0137	858.539	593.4354	550.3836	713.2925	543.0067	721.2057	809.6539	557.8674	653.7508	966.3138	1152.166	644.0028	1002.6904	823.873	393.4995	570.8548	647.3064	733.0183	699.5398	722.2914	1775.8089	512.0482	500.2331	873.5013	489.2039	871.7775	567.0347	393.4531
280	8.7746	53.1263	67.8402	82.2813	102.1027	4.2058	74.8891	9.5769	13.4321	28.4185	132.9052	72.854	302.0107	26.5294	15.625	35.8621	12.126	7.137	7.1523	44.2035	2.6219	0.803	23.9083	3.7898	5.5321	47.9822	70.6405	58010.0408	28.198	7.176	15.0529	40.3249	103.686	24.0317	8.9556	32.7448	50.621	34.7824	36.7799	14.5396	9.1358	26.1278	13.7374	97.6675	3.6807	70.0637	32.4836	57.8375	72.0458	49.5	14.994	193.4655	59.9323	59.943	25.549	120.9331	18.4133	85.7342	68.9192	12.6273	3.001	24.4351	20.4975	104.3662	56.7413	21.7959	32.6411	83.7243	16.8798	4242.1126	210.5535	37.693	13.0829	9.1027	77.7929	29.3551	13.6039	10.7436	48.613	44.1092	187.9003	90.5234	35.1515	56.7631	55.0559	248.3188	73.9599	2.2015	163.1702	34.4874	50.3709	14.5862	22.7839	283.8768
90806	194.8563	294.6465	296.1154	444.8843	353.3193	355.8719	495.008	284.4575	245.0208	396.2109	465.1823	415.873	396.6754	293.1247	330.1809	334.0142	221.779	272.6027	249.679	487.1531	244.3629	287.8651	401.0554	384.5167	269.434	341.3589	432.4509	295.5758	262.1041	322.4989	308.642	467.9081	466.6088	363.3112	274.2115	438.1872	334.0888	269.0898	364.0952	372.644	284.1975	309.0013	293.3333	497.2419	368.0728	500.5308	392.2631	483.0119	368.1747	395.0617	466.9471	370.3284	294.8284	392.1196	319.4592	454.8538	512.0577	345.4274	422.4095	234.5513	306.0974	437.6312	383.3214	299.7183	357.9748	233.0716	301.979	388.6214	335.0384	342.3631	379.2072	353.8563	361.1111	314.3693	481.7111	365.7363	439.3884	341.9538	456.072	228.5714	355.3629	420.2335	380.4714	468.3993	337.9356	247.8207	186.4407	304.4907	431.7016	296.915	381.078	397.5577	401.4196	399.8716
81573	518.003	415.611	526.97	489.9171	516.3897	794.2413	629.7921	695.0147	415.4701	591.4333	691.9187	604.7619	497.3244	520.7904	556.3322	434.4587	566.414	617.8082	481.8024	417.7801	522.8107	586.1688	638.1926	671.5203	496.9811	660.7831	661.3151	562.2843	522.024	579.1473	576.2787	551.1094	549.8699	608.5846	522.8357	647.8265	760.6528	477.2094	551.2654	586.9682	630.6012	509.7167	557.1717	665.0906	380.1667	535.5626	641.7795	504.1322	589.4956	374.0741	480.1683	591.9215	504.1083	498.6702	604.1526	592.6649	573.3604	575.5318	609.8166	665.7722	663.4838	548.929	564.0659	587.0423	461.4992	606.4769	583.9238	680.5252	594.8849	459.6582	573.6724	524.8813	512.7505	654.4213	820.5208	650.1444	662.1769	690.6607	605.9931	613.0794	459.3716	537.7181	633.4175	689.8996	556.8705	293.8979	316.641	527.3823	583.683	308.77	559.0902	744.5726	832.0189	560.9756
81611	1233.5855	1073.5595	1681.2431	2519.3616	2235.2401	1877.7095	3060.7032	1821.9522	1365.9101	4107.084	1686.1528	1350.1587	1905.0438	1896.2536	1559.2105	1165.9257	1164.1005	1629.2237	856.971	1725.591	1992.1342	2950.1154	1752.6385	1429.0566	1221.1321	2404.9353	2488.813	704.1104	1103.3855	814.6897	1020.2822	1034.0729	934.9523	1051.0986	1261.4584	1371.2876	1457.8422	810.2008	1043.8185	857.8352	658.0452	903.4129	1095.7576	1262.4113	1836.1576	878.9809	1246.0348	1043.618	1087.4675	784.5679	753.0048	959.9849	980.1837	1297.1381	1135.297	1020.0339	2131.6205	977.267	1205.7511	1324.2838	1920.3383	1023.9395	1190.7659	992.1127	2396.9898	988.7144	950.4031	965.8643	1011.2532	608.9822	1025.0561	1036.6068	981.3297	1005.2016	1604.7737	1332.5313	1898.0706	1876.4485	1709.9917	1503.4921	1146.6956	1310.9075	1842.1717	1898.4052	999.3425	404.7323	596.302	1639.1019	2528.2051	1201.1316	1464.3151	4498.6431	2854.8896	887.6765
10717	448.6354	454.5893	400.4395	368.2841	227.6412	377.9036	243.5852	278.7348	137.5637	376.5651	356.9875	272.3587	329.9146	346.2824	312.1628	252.5628	319.5533	241.2877	212.8708	313.4121	176.4709	239.3295	280.7685	275.1871	137.2189	302.5928	465.4347	139.9435	571.376	419.8734	263.2716	292.3613	294.9957	303.1528	277.2863	401.525	210.4261	356.9104	359.0909	259.0199	284.5878	322.9121	255.4141	302.2301	186.1502	318.9809	306.3404	324.9908	326.8227	259.7654	527.1094	216.3798	250.029	167.8867	487.7489	281.8313	225.9229	352.7311	325.1264	335.7083	306.894	301.0752	286.4817	274.4113	322.6475	223.2483	319.8192	340.1094	327.4425	242.6147	184.4764	410.1326	295.0228	312.1424	263.4842	298.0029	374.7361	140.0721	309.7356	269.1911	316.8104	473.3024	283.3754	328.2693	361.545	790.7846	491.5254	206.9606	271.1002	317.3542	338.3814	395.8107	191.6562	381.4442
51107	4805.4463	5436.8615	3894.3396	8560.6829	4594.6194	4763.507	4711.689	5727.6917	6628.5317	16107.084	5544.5755	4500	4899.4649	4036.2289	4682.1546	5019.8246	4087.7543	4830.137	4471.4641	5642.3433	4519.6644	9710.7297	4690.9631	4443.4461	4431.3208	4085.3397	4360.7173	5187.3235	3736.4398	5078.5141	5312.6102	3893.4231	3125.7589	4181.4001	4464.1467	3911.2116	4335.4488	3623.0397	3813.9371	4298.3306	5533.3124	6468.9162	4870.7071	2364.8542	5572.6227	3514.862	4770.9865	4471.0744	5388.6635	6230.8642	7410.4567	5215.553	3835.6694	3720.0068	4912.0232	3058.9403	4702.2763	4120.2228	3792.2657	7144.1875	5315.5095	4169.2566	4939.8712	3012.3944	5616.1081	4657.0167	4798.4364	4214.442	4840.9207	4555.4636	3985.7891	5456.2689	5285.0638	4377.1131	3505.8896	4327.719	4867.8558	4275.3434	4515.4467	5732.5714	2961.6468	3939.7515	4310.1852	4739.5157	3808.6785	4074.7198	3468.4129	3655.5312	5207.4592	3809.7804	5170.2654	4935.5495	5695.5836	3307.4454
128240	2371.5582	3161.0135	1503.6626	4643.8204	1776.5127	2157.5542	1945.0167	2188.9401	1402.5012	1516.0626	1639.3152	1351.746	1690.994	1248.662	1976.9737	1719.0917	1702.7523	2367.1233	1234.7405	2475.8479	1680.6502	3765.934	911.9393	1831.4578	1086.0377	1070.3453	1124.509	2128.6476	1306.8802	1316.5893	1369.9295	1138.6688	1494.3625	1115.4829	1314.339	1307.1627	1425.6573	1509.0136	1264.4823	1209.4777	2430.3152	1225.5632	1526.8687	1405.0433	2662.7441	2240.9766	1145.0677	1679.5225	1037.9615	2638.8889	2951.3221	1216.6855	1298.2117	1517.1883	1331.1444	1009.5819	1738.1113	1231.7355	1072.3847	1272.1964	1555.8587	1446.8711	1110.5941	1607.8873	1673.4561	1740.9225	1642.8048	1014.8796	1879.2839	1496.2696	1683.62	1562.5	1683.5155	1043.8882	1027.8983	2747.3532	2019.6578	1802.778	1662.1208	1704.6349	1538.4615	1460.5247	1871.2121	1464.2646	1193.2939	3038.6052	2491.5254	1885.5422	1552.9138	1540.0781	1849.3489	2611.2619	2085.1735	1129.6534
336	0	0	1.3319	39.0944	0.3673	0	3.3576	6.703	4.6318	0	0	0.6349	0	0.8234	38.2401	0	0	0	0	0.5139	0	0	0	0.4258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4508	0	0	0	0.2728	0	0	0	0	0	0	0	103.8363	0	0	0	0	0	0	0	0	0.9209	0	0	1.7335	0	0.8418	0	0	0	6.9337	0	0	0	0	0	0.7886	0
89872	51.7398	2.8606	0.444	3.9589	0	17.4701	0	9.6355	0.4632	6.1779	4.258	4.4444	0	2.4702	5.7566	2.403	5.4248	91.3242	9.7531	4.111	0.5244	13.6505	0.9894	1.7033	4.9057	1.0282	1.3664	0	33.127	0	1.7637	2.7734	2.6019	1.022	28.1461	12.7428	8.1596	1.1725	0.394	1.077	1.2197	0.3867	73.9394	0	51.0044	2.6539	0.7737	3.214	2.9121	4.9383	3.0048	0	0.4833	13.567	1.1589	4.2582	0.9015	2.7071	1.4874	1.5784	6.8204	3.7799	0.7158	1.1268	0	1.9627	1.9546	1.3129	3.5806	0	0.374	3.3733	0.9107	0.3251	16.119	9.1434	0.364	0.307	1.1133	69.5873	4.3337	24.0994	2.9461	0	0	9.9626	0	2.7382	0	66.2805	12.5268	30.19	0	0.6418
